content_idx,style_idx,RSI_vals,----,SCAR_vals_normalized
c56,s1,0.021509;0.021067;0.021715;0.020587;0.019514;0.020579;0.022055;0.021294;0.019957;0.020970;0.020158;0.020169;0.019948;0.021164;0.020721;0.020440,----,0.867708;0.636311;0.907651;0.508202;0.460547;0.494848;1.000000;0.813374;0.000000;0.472213;0.211886;0.088926;0.229766;0.527211;0.694901;0.523555
c56,s10,0.016424;0.014708;0.015524;0.015513;0.015760;0.014700;0.015775;0.015674;0.016603;0.014655;0.015062;0.015106;0.016217;0.015976;0.015617;0.016207,----,0.927881;0.398527;0.719116;1.000000;0.590230;0.156286;0.512505;0.223843;0.315566;0.343528;0.432326;0.000000;0.143262;0.419065;0.188159;0.288938
c56,s11,0.015958;0.015962;0.015924;0.015124;0.015096;0.014746;0.015787;0.015596;0.014770;0.015496;0.015727;0.014803;0.016333;0.015517;0.015587;0.015700,----,0.844286;0.923158;0.651879;0.651738;0.380113;0.000000;0.857612;0.399226;0.301665;0.000484;0.653386;0.264691;1.000000;0.624180;0.447949;0.566571
c56,s12,0.016584;0.017598;0.017515;0.015963;0.015613;0.016214;0.016807;0.017141;0.016407;0.016831;0.016250;0.017399;0.017162;0.016772;0.015479;0.016881,----,0.612011;0.908311;1.000000;0.462726;0.017894;0.000000;0.416418;0.675430;0.127816;0.587908;0.483426;0.678954;0.680883;0.339383;0.276428;0.595582
c56,s13,0.014778;0.014872;0.014007;0.014858;0.014683;0.014663;0.013998;0.014387;0.014396;0.014694;0.014544;0.014279;0.014618;0.014392;0.014658;0.014265,----,0.793015;0.991269;0.586510;1.000000;0.746012;0.524408;0.490657;0.468583;0.000000;0.084348;0.308717;0.484635;0.244771;0.552290;0.818866;0.409122
c56,s14,0.016211;0.016105;0.016773;0.016202;0.016591;0.016372;0.017986;0.015873;0.015962;0.016396;0.016652;0.016094;0.015371;0.016169;0.016199;0.016313,----,0.396593;0.312111;0.440074;0.410393;0.578391;0.311575;1.000000;0.385072;0.036450;0.000000;0.523908;0.366367;0.105131;0.344453;0.345411;0.444860
c56,s15,0.019698;0.019631;0.019174;0.020867;0.018636;0.019961;0.019223;0.020439;0.019391;0.019366;0.019177;0.019471;0.021095;0.021424;0.019948;0.019798,----,0.355842;0.304034;0.112512;1.000000;0.135538;0.375664;0.237136;0.782840;0.237403;0.000000;0.067764;0.030887;0.812819;0.732350;0.157668;0.365648
c56,s16,0.023736;0.024469;0.024835;0.023065;0.023437;0.023042;0.023755;0.024679;0.023428;0.025744;0.024359;0.024520;0.023805;0.024469;0.023748;0.023223,----,0.484815;0.630225;0.720516;0.289073;0.425274;0.541290;0.858611;1.000000;0.000000;0.416800;0.886010;0.482341;0.558139;0.705000;0.575841;0.360825
c56,s17,0.013569;0.013806;0.013387;0.012980;0.012238;0.013055;0.013888;0.012686;0.013011;0.012837;0.011869;0.012704;0.013341;0.013236;0.013362;0.013073,----,0.898445;1.000000;0.768294;0.739645;0.184596;0.533854;0.748124;0.297700;0.180057;0.558488;0.000000;0.479319;0.515552;0.492834;0.644271;0.618649
c56,s18,0.020596;0.020307;0.019528;0.018779;0.020652;0.019897;0.019505;0.018418;0.019159;0.019338;0.019608;0.019058;0.020949;0.020133;0.021684;0.020726,----,0.786558;0.685694;0.604868;0.328609;0.461176;0.606815;0.695576;0.306866;0.000000;0.388071;0.358942;0.082718;0.677320;0.572315;1.000000;0.741095
c56,s19,0.023068;0.022553;0.023281;0.022676;0.022525;0.024212;0.023019;0.022363;0.022884;0.021946;0.022818;0.024033;0.022260;0.022596;0.022495;0.023675,----,0.603681;0.299188;0.615837;0.367229;0.000000;0.638638;0.858414;0.110352;0.520208;0.217633;0.591087;1.000000;0.455210;0.214113;0.423229;0.574499
c56,s2,0.021765;0.021495;0.021112;0.020865;0.021224;0.021737;0.020748;0.021876;0.021298;0.021771;0.020983;0.021697;0.021593;0.021115;0.021376;0.021080,----,0.844879;0.355433;0.285510;0.259826;0.694692;0.361398;0.350922;1.000000;0.367671;0.422258;0.695742;0.796993;0.231690;0.124405;0.498917;0.000000
c56,s20,0.023078;0.022833;0.022264;0.022803;0.022822;0.024140;0.023419;0.025743;0.021985;0.022831;0.025080;0.024333;0.021546;0.021764;0.021911;0.021955,----,0.579165;0.345988;0.084294;0.739799;0.533793;0.626816;0.619685;1.000000;0.358367;0.139090;0.991306;0.397265;0.041787;0.000000;0.355677;0.090637
c56,s21,0.019970;0.019674;0.020244;0.019751;0.020249;0.019669;0.020310;0.021157;0.022934;0.022331;0.023620;0.025730;0.022722;0.024065;0.021999;0.024181,----,0.230274;0.171741;0.223874;0.192239;0.274761;0.000000;0.063447;0.408328;0.485963;0.627281;0.888396;1.000000;0.448782;0.680841;0.441020;0.786691
c56,s22,0.011762;0.011950;0.011913;0.011836;0.011165;0.011814;0.011674;0.011520;0.012245;0.012366;0.012380;0.012034;0.011716;0.012724;0.011561;0.011936,----,0.686979;0.838491;0.877824;0.821261;0.122671;0.748417;0.836783;0.349949;0.029287;0.670401;0.348455;1.000000;0.045992;0.798390;0.000000;0.612873
