content_idx,style_idx,RSI_vals,----,SCAR_vals_normalized
c72,s1,0.025474;0.028156;0.025887;0.026304;0.026363;0.028365;0.026710;0.026794;0.025448;0.027480;0.026256;0.026418;0.026089;0.028310;0.026429;0.026695,----,0.261629;0.792360;0.000000;0.651560;0.437674;0.752823;0.156181;0.703628;0.428201;0.741281;0.419152;0.505023;0.449181;1.000000;0.585004;0.745438
c72,s10,0.019082;0.017506;0.018564;0.018010;0.017807;0.017589;0.018161;0.018257;0.019119;0.017096;0.017846;0.017927;0.018420;0.017857;0.017299;0.018000,----,0.780072;0.166446;0.000000;0.361740;0.397540;0.163518;0.139260;0.402794;1.000000;0.005469;0.115097;0.014486;0.463563;0.372639;0.367536;0.656661
c72,s11,0.016261;0.015477;0.016408;0.016267;0.016228;0.015029;0.015921;0.016288;0.014774;0.016010;0.015727;0.014874;0.016014;0.015367;0.015169;0.015474,----,0.679070;0.038439;0.744340;0.923928;0.700021;0.207414;0.385896;1.000000;0.088639;0.554223;0.632919;0.000000;0.476045;0.269576;0.363559;0.644549
c72,s12,0.024086;0.025635;0.026414;0.025860;0.023885;0.023539;0.025541;0.025813;0.026323;0.024042;0.023397;0.025434;0.026379;0.026290;0.023861;0.025622,----,0.235017;0.425424;0.052898;0.663490;0.181044;0.164645;0.074279;0.844251;0.986001;0.132186;0.000000;0.359716;0.366182;1.000000;0.271591;0.629514
c72,s13,0.017872;0.017917;0.017671;0.018686;0.017971;0.017891;0.018205;0.018237;0.017681;0.019511;0.018196;0.018491;0.018196;0.018477;0.019158;0.018451,----,0.447857;0.600300;0.000000;1.000000;0.695018;0.624580;0.310449;0.837800;0.554257;0.894153;0.625496;0.650235;0.347173;0.616912;0.773128;0.853904
c72,s14,0.020039;0.020093;0.020046;0.020342;0.019633;0.020567;0.021014;0.019758;0.019641;0.020125;0.019928;0.019652;0.019468;0.018189;0.019571;0.020112,----,1.000000;0.311818;0.089941;0.944625;0.861427;0.965254;0.675392;0.849159;0.728672;0.702759;0.627439;0.387050;0.094287;0.000000;0.423544;0.844489
c72,s15,0.024622;0.024876;0.024052;0.024400;0.024546;0.024785;0.024019;0.024660;0.025687;0.025159;0.024870;0.024656;0.025740;0.026067;0.024946;0.024431,----,0.501449;0.725961;0.000000;0.806560;0.609503;0.633625;0.249553;0.640502;0.729893;0.692928;0.624806;0.587468;0.604136;0.914581;1.000000;0.657535
c72,s16,0.027763;0.027842;0.027878;0.026286;0.027275;0.026346;0.027761;0.029400;0.027213;0.028873;0.028704;0.027189;0.028571;0.028129;0.027248;0.026630,----,0.192948;0.030544;0.084230;0.000000;0.350006;0.268549;0.363402;1.000000;0.245696;0.841963;0.785488;0.423538;0.308745;0.620473;0.296789;0.347161
c72,s17,0.014248;0.013861;0.013755;0.013664;0.014106;0.014216;0.014519;0.014701;0.015010;0.015812;0.016231;0.016984;0.014040;0.013937;0.014217;0.014688,----,0.379102;0.410555;0.087544;0.376806;0.568768;0.091770;0.223351;0.453098;0.607915;0.558529;0.840368;1.000000;0.000000;0.180774;0.092065;0.161265
c72,s18,0.029791;0.027033;0.026424;0.026433;0.026373;0.026302;0.026334;0.025754;0.024753;0.025316;0.025068;0.025536;0.026512;0.026031;0.024936;0.027563,----,1.000000;0.538604;0.142974;0.528823;0.530685;0.497606;0.104830;0.347014;0.236360;0.000000;0.065043;0.145594;0.500585;0.449638;0.099162;0.809393
c72,s19,0.019443;0.019936;0.020995;0.019334;0.019575;0.021375;0.020090;0.019674;0.019393;0.020742;0.019839;0.020743;0.019765;0.020533;0.020456;0.018777,----,0.000000;0.232367;0.280121;0.099018;0.382706;1.000000;0.183182;0.539355;0.178751;0.263738;0.267480;0.730189;0.423663;0.577402;0.638963;0.249998
c72,s2,0.023401;0.023398;0.022440;0.023037;0.023123;0.022564;0.022256;0.023420;0.023214;0.023433;0.023605;0.023296;0.023078;0.022424;0.023228;0.023215,----,0.929477;0.786703;0.395363;1.000000;0.751932;0.331302;0.000000;0.714563;0.912445;0.743431;0.738625;0.717797;0.711631;0.454787;0.690614;0.770727
c72,s20,0.020809;0.021005;0.020761;0.021268;0.021797;0.020452;0.022429;0.021522;0.022329;0.021886;0.023426;0.026232;0.021782;0.021459;0.021837;0.021953,----,0.155919;0.157766;0.000000;0.159902;0.424306;0.062374;0.334506;0.449927;0.558568;0.225037;0.536612;1.000000;0.399497;0.231083;0.356385;0.360169
c72,s21,0.022819;0.023298;0.023550;0.022597;0.023987;0.023057;0.023706;0.023773;0.026337;0.024598;0.024934;0.026021;0.023026;0.024475;0.023844;0.025654,----,0.210291;0.349856;0.000000;0.280990;0.759307;0.399973;0.392616;0.663554;0.953365;0.637355;0.784941;0.944384;0.311802;0.627130;0.577726;1.000000
c72,s22,0.019633;0.017670;0.017633;0.017662;0.019312;0.017474;0.017743;0.016829;0.017705;0.018523;0.017976;0.018925;0.017659;0.017776;0.017742;0.017617,----,1.000000;0.553297;0.000000;0.623218;0.944598;0.442588;0.352774;0.512398;0.534862;0.687514;0.595689;0.680176;0.516604;0.615487;0.525592;0.554006
